raw_index,true_sentiment,encoded_sentiment,Feedback_Clean,svm_sentiment,svm_shap_top_features,bert_sentiment,bert_shap_top_tokens
11697,positive,2,wonderful sole of shoe be softoverall the product be good can be bring,neutral,"wonderful, product be, shoe be, can, good can, sole, the product, product, of, can be",positive," wonderful,  good,  be,  soft,  shoe, over,  of,  bring,  the,  product"
6231,neutral,1,good product be good always price down after purchase from flipkart fro the same thingit disappoint,positive,"good, purchase, product be, disappoint, down, price, flipkart, the same, from, after",neutral," good,  good,  from, t,  purchase,  down, oint,  f,  after, kar"
15495,positive,2,good quality product good,positive,"good, product good, quality product, product, good quality, quality",positive," good,  good,  quality,  product"
9897,neutral,1,just okay good but light weight,neutral,"but, just okay, okay, good but, okay good, light, just, but light, light weight, weight",neutral," but,  just,  okay,  light,  weight,  good"
8498,neutral,1,fair ok ok product fabric be good but xl size be so short to waist 34,neutral,"ok, fair, but, short, good but, be so, 34, fabric be, ok product, so",neutral," be,  fair,  but,  good,  ok,  be,  ok,  so,  short,  to"
14835,positive,2,simply awesome nice product like it,positive,"awesome, simply, awesome nice, like, simply awesome, like it, product like, it, nice, product",positive," awesome,  nice,  simply,  it,  product,  like"
2975,negative,0,not recommend at all very bad do not believe flipkart,negative,"not, not recommend, recommend at, at all, bad, very bad, do not, recommend, all, very",negative," not,  bad,  recommend,  not,  believe,  very,  do,  at,  all, t"
12418,positive,2,terrific purchase over good product as compare to other conventional brand,positive,"terrific, purchase, terrific purchase, over good, product as, over, as, good, as compare, brand",positive,"rri, fic,  over,  te,  good,  product,  conventional,  purchase,  to,  compare"
12855,positive,2,highly recommend be good product,positive,"highly, highly recommend, recommend, good, be good, product, be, good product, recommend be",positive," highly,  good,  recommend,  product,  be"
872,negative,0,do not waste your money bad product my money west,negative,"waste, money, bad, west, not, waste your, your money, do not, your, not waste",negative," bad,  waste,  not,  do,  product,  my,  west,  money,  money,  your"
5865,neutral,1,pretty good not bad,neutral,"not bad, bad, good not, pretty, pretty good, good, not",neutral," bad,  pretty,  good,  not"
9654,neutral,1,worth the money quality be goodeasy to assemble look attractivedoe the job less stability,neutral,"the job, job, money quality, worth, stability, the money, money, to assemble, less, worth the",neutral," less,  worth,  job, do,  money,  stability,  attractive, eas,  quality,  the"
8060,neutral,1,really nice it do the job decently,neutral,"do the, the job, job, really, really nice, it, nice it, nice, do, it do",neutral," really,  it,  nice,  do,  the,  decent,  job, ly"
15006,positive,2,nice product super,positive,"super, product super, nice, product, nice product",positive," super,  nice,  product"
9626,neutral,1,good ok,neutral,"ok, good ok, good",neutral," ok,  good"
15208,positive,2,worth every penny very nice air purifier at this cost,positive,"worth every, very nice, worth, every penny, penny, at this, purifier, every, cost, air",positive," nice,  every,  penny,  very,  air,  worth,  cost,  at, fie,  pu"
12587,positive,2,mindblowing purchase really nice in quality,positive,"mindblowing, mindblowing purchase, purchase, really, in, really nice, nice, in quality, purchase really, quality",positive," nice,  purchase,  quality, b, low, ing,  mind,  in,  really"
6657,neutral,1,wonderful image as show,positive,"wonderful, show, as, image, as show",positive," wonderful,  image,  as,  show"
3748,negative,0,useless product remote be not work bad quality do not buy this product flipkart product waste product,negative,"useless, useless product, not, waste, bad, remote be, do not, quality do, product, flipkart product",negative," useless,  not,  product,  waste,  this,  buy,  product,  bad,  not,  remote"
15513,positive,2,worth every penny good look good design look good quality wise also but product deliver as few dent in mud guard and very little scratch on body rest I would recommend to go and have this bicycle good for above 8 year old with good height but normally it be for 12,positive,"good, but, worth every, and, for, every penny, penny, worth, design, little",positive," design,  good,  every,  good,  penny,  but,  product,  good,  body,  deliver"
15829,positive,2,brilliant thank you so much,positive,"brilliant, thank, you, you so, thank you, so, so much, much, brilliant thank",positive," brilliant,  thank,  you,  much,  so"
15051,positive,2,just wow nice product,positive,"wow, just wow, nice, product, wow nice, just, nice product",positive," nice,  w, ow,  just,  product"
9108,neutral,1,moderate slow transfer rate,neutral,"moderate slow, moderate, slow, transfer rate, transfer, rate",negative," slow,  transfer,  rate,  moderate"
14660,positive,2,delightful tv be really good picture and sound quality be awesome good resolution with normal dth set top box also watch 4k video by internet it play 4k video also run very good all video above 720p it be value for money but installtion do by one week late bad experience of flipkart in installation service otherwise tv be good,positive,"awesome, good, tv, but, by, value, normal, tv be, set, also",neutral," but,  delight,  awesome,  bad,  good,  normal, ful,  good,  good,  experience"
2296,negative,0,hat it quality wes bad,negative,"hat, hat it, bad, it, quality, it quality",negative," bad,  it,  hat,  we, s,  quality"
7527,neutral,1,not good its average,neutral,"average, not good, its average, good its, good, not, its",neutral," average,  good,  its,  not"
13920,positive,2,classy product good product,positive,"classy product, classy, product good, good, product, good product",positive," good,  product, y,  product,  class"
1275,negative,0,bad experience ever sound quality be clear but do not loudbut one problem bottom side be open in case of mouse aur insect harm it,negative,"problem, experience ever, ever, bad experience, experience, bad, side be, do not, side, but",negative," bad,  experience,  ever,  problem,  not,  in,  sound,  au,  bottom,  open"
6744,neutral,1,just okay good,neutral,"okay, just okay, okay good, just, good",neutral," okay,  good,  just"
1324,negative,0,slightly disappoint the cushion from la verne be extremely soft to the point of be non existent and uncomfortable I generally prefer a cushion with some mass to it but this do not add up want to return it but just keep it I would not recommend it,negative,"disappoint, not recommend, not, return, it, but, just, cushion, it but, from",negative," not,  slightly,  recommend,  di,  exist, sa,  extremely,  but,  keep,  just"
5147,negative,0,bad experience ever after 14 day use it do not recognize in desktop very bad experience already return policy date over,negative,"bad experience, bad, experience, experience ever, ever, return, very bad, do not, after, day use",negative," bad,  bad,  not,  recognize,  over,  experience,  very,  already,  14,  policy"
15942,positive,2,worth every penny very good product recommend to you,positive,"worth every, worth, every penny, penny, recommend, every, good, recommend to, you, very good",positive," good,  very,  every,  worth,  recommend,  penny,  product,  you,  to"
2806,negative,0,utterly disappoint very bad do not by this product,negative,"utterly, disappoint, utterly disappoint, bad, very bad, not, disappoint very, do not, very, this product",negative," bad,  utterly,  di,  very, sa,  not,  do, oint, pp,  product"
12020,positive,2,great product nice product in cost,positive,"great product, great, product nice, product, in, cost, product in, nice, nice product",positive," great,  nice,  product,  cost,  in,  product"
6786,neutral,1,do the job product be ok not so good not so bad,neutral,"do the, the job, ok not, job, ok, not so, product be, so, good not, bad",neutral," not,  ok,  do,  job,  not,  good,  product,  bad,  so,  be"
894,negative,0,bad experience ever bad pooor quality do not buy,negative,"bad, experience ever, ever, bad experience, experience, not, do not, quality do, buy, pooor",negative," buy,  not,  bad,  experience,  ever,  bad,  do,  p, or, oo"
10286,neutral,1,fair its powerfull but make a lot of noise and also its up very quickly,neutral,"fair, but, also, noise and, noise, and, very, also its, of noise, and also",neutral," fair,  but,  its,  powerful,  up, l,  noise,  quickly,  also,  of"
13556,positive,2,highly recommend very powerful product and be work very efficiently so far,positive,"highly, highly recommend, recommend, work very, powerful, so far, and, far, product and, very",positive," powerful,  highly,  recommend,  product,  very,  be,  work,  very,  and,  so"
9902,neutral,1,worth the money rod be small,neutral,"small, worth, money, the money, rod be, rod, worth the, be, be small, the",neutral," worth,  small,  rod,  be,  the,  money"
16033,positive,2,classy product good article,positive,"classy product, classy, product good, good, product",positive," good,  article,  product, y,  class"
4,negative,0,moderate its a worthless product,negative,"worthless, moderate, moderate its, product, its, worthless product",negative," worthless,  moderate,  its,  a,  product"
5402,neutral,1,fair just ok,neutral,"fair, ok, just, fair just, just ok",neutral," fair,  ok,  just"
13451,positive,2,worth every penny awsm,positive,"worth every, worth, every penny, penny, awsm, every",positive," every,  worth,  penny,  a, m, ws"
13038,positive,2,classy product useful desk,positive,"classy product, classy, useful, product, desk",positive," desk,  useful, y,  product,  class"
9855,neutral,1,do the job raise to wake not work properly and look wise its awesome sensor not good its show heart rate and o2 of any good also,neutral,"awesome, do the, the job, job, and, not good, also, wise its, wake, show",neutral," do,  awesome,  not,  job,  not,  look,  good, 2,  its,  any"
8018,neutral,1,decent product okay,neutral,"decent product, okay, decent, product, product okay",neutral," decent,  okay,  product"
6505,neutral,1,good its average,neutral,"average, its average, good its, good, its",neutral," good,  average,  its"
2128,negative,0,utterly disappoint very bad product,negative,"utterly, disappoint, utterly disappoint, bad, very bad, disappoint very, bad product, very, product",negative," bad,  di,  utterly, sa, pp,  very, oint,  product"
12906,positive,2,good quality product nice for car cleaning and home window clean,positive,"product nice, window, clean, and, for, cleaning, quality product, good, car, nice for",positive," nice,  and,  good,  product,  cleaning,  for,  clean,  home,  car,  window"
8962,neutral,1,do the job ok,neutral,"do the, ok, the job, job, do, the, job ok",neutral," ok,  do,  job,  the"
1636,negative,0,do not meet expectation do not buy kettle be not work after 4 month and bad customer support service centre not repair kettle,negative,"not, do not, meet expectation, not meet, bad, kettle, support, customer, meet, repair",negative," not,  bad,  not,  buy,  meet,  expectation,  not,  4, ett,  customer"
854,negative,0,bad experience ever too much poor qualitynot work,negative,"poor, experience ever, ever, bad experience, bad, experience, too, much, too much, work",negative," poor,  bad,  ever,  experience,  quality, not,  much,  too,  work"
160,negative,0,expect a well product bad prouduct,negative,"bad, product bad, well product, expect well, product, well, expect",negative," bad,  product,  expect,  proud, t, uc,  well,  a"
6556,neutral,1,just okay it make pressure only with motor pump or if you have water tank above 20 ft height if you be take for terrace garden not more than 20 plant then it it waste of money manual spray work wellbut its build quality be awesome,neutral,"just okay, awesome, okay, it, if, waste, waste of, above, manual, ft",neutral," okay,  just,  money,  it,  only,  of,  20,  if,  ft,  more"
6845,neutral,1,decent product build quality be very good but the print on the table be not that much good as show,neutral,"decent product, but, decent, good but, on the, that much, but the, very, show, be very",neutral," decent,  but,  quality,  not,  build,  that,  table,  show,  good,  be"
9313,neutral,1,good at first burn smell but second time good function,neutral,"but, time, smell but, at, good, first, smell, burn, second time, good at",neutral," but,  burn,  at,  good,  smell,  time,  second,  good,  function,  first"
9615,neutral,1,worth the money ok,neutral,"money ok, ok, worth, money, the money, worth the, the",neutral," ok,  worth,  the,  money"
2597,negative,0,not recommend at all I hate the product it s not work in i phone x,negative,"not, not recommend, recommend at, at all, hate, recommend, all, product it, phone, it not",negative," not,  at,  hate,  not,  recommend,  all,  work,  product,  I,  the"
10821,positive,2,terrific purchase well go for it only the camera be not good,positive,"terrific, purchase, terrific purchase, well, for it, camera, not, not good, be not, only",positive,"rri, fic,  te,  purchase,  not,  well,  good,  be,  only,  the"
15426,positive,2,perfect product good,positive,"perfect, perfect product, product good, good, product",positive," good,  perfect,  product"
8216,neutral,1,bad quality average,neutral,"average, bad, quality average, bad quality, quality",neutral," bad,  average,  quality"
7768,neutral,1,good choice very good ball at this price but little hard but go for it 300 be the good price,neutral,"but, little, the good, price but, choice very, but little, price, this price, be the, very",neutral," good,  but,  hard,  good,  good,  choice,  but,  be,  go,  this"
11740,positive,2,mindblowing purchase value for moneygood productworke perfectlyon time delivery,positive,"mindblowing, mindblowing purchase, purchase, value, delivery, value for, for, for moneygood, moneygood, time",positive,"b,  value,  purchase,  money,  mind, good, ing,  for,  perfectly, on"
4064,negative,0,do not waste your money quality poor,negative,"poor, waste, not, waste your, do not, your money, your, not waste, money, quality",negative," poor,  waste,  not,  do,  quality,  money,  your"
12559,positive,2,awesome excellent,positive,"excellent, awesome, awesome excellent",positive," excellent,  awesome"
10994,positive,2,super buy it for my niece she love it,positive,"super, love, love it, it, for, buy, she, my, for my, niece",positive," super,  love,  it,  niece,  my,  for,  she,  it,  buy"
9379,neutral,1,decent product average,neutral,"decent product, average, decent, product, product average",neutral," decent,  average,  product"
15429,positive,2,terrific purchase good,positive,"terrific, purchase, terrific purchase, good, purchase good",positive," good, rri, fic,  purchase,  te"
7360,neutral,1,not good button battery discharge within two day of delivery,negative,"not good, good, not, within, day, delivery, of, two day, discharge, button",negative," not,  discharge,  battery,  within,  delivery,  button,  of,  day,  good,  two"
6548,neutral,1,good choice when power go off inverter get whiz,neutral,"get, when, go, off, when power, power go, good choice, good, choice, power",neutral," good,  choice, hi,  off,  get, er,  power,  go,  w,  when"
4621,negative,0,absolute rubbish within two month the power bank stop get change what kind of quality good you guy be sell here useless product,negative,"useless, useless product, rubbish, absolute rubbish, absolute, stop, sell, get, within, the power",negative,"bish,  rub,  month,  absolute,  useless,  stop,  within,  the,  what,  power"
1279,negative,0,unsatisfactory many wast,negative,"unsatisfactory, wast, many",negative," un, sat, is, fa,  was,  many, ctor, y, t"
10373,neutral,1,really nice ok ok,neutral,"ok, really, nice ok, really nice, nice, ok ok",neutral," ok,  nice,  ok,  really"
9850,neutral,1,decent product ok,neutral,"decent product, decent, ok, product, product ok",neutral," decent,  ok,  product"
3348,negative,0,worthless very very bad,negative,"worthless, bad, very bad, very, worthless very, very very",negative," worthless,  bad,  very,  very"
11140,positive,2,excellent very good,positive,"excellent, good, excellent very, very good, very",positive," good,  excellent,  very"
10361,neutral,1,good speak loudly,neutral,"good, speak, loudly",neutral," good,  loudly,  speak"
10051,neutral,1,not good average product,neutral,"average, not good, good average, product, average product, good, not",neutral," average,  not,  good,  product"
7529,neutral,1,valueformoney turn out to be more than I expect,neutral,"valueformoney, than expect, more, to be, more than, out, expect, than, turn, turn out",neutral," value, form,  expect, oney,  than,  I,  out,  more,  be,  to"
7276,neutral,1,good choice ok,neutral,"ok, good choice, good, choice ok, choice",neutral," good,  ok,  choice"
5340,negative,0,not good very low material use,negative,"not good, low, good, not, good very, very low, material, very, low material, use",negative," low,  not,  material,  very,  use,  good"
8930,neutral,1,nice sir why only two filter there must be 3 right and what amount do a filter cost,neutral,"filter, right, cost, only, and, must, what, amount, two, must be",neutral," nice,  cost,  do,  3,  sir,  and,  filter,  what,  a,  why"
2956,negative,0,utterly disappoint very poor particle board no long last table and flipkart service be bad,negative,"poor, utterly, disappoint, no, utterly disappoint, very poor, be bad, bad, long, disappoint very",negative," poor,  utterly,  very,  bad,  di,  no, pp,  particle,  service,  and"
7135,neutral,1,just okay power bank,neutral,"just okay, okay, just, bank, power bank, power",neutral," bank,  okay,  just,  power"
6223,neutral,1,just okay just an average product,neutral,"average, just okay, okay, just, an, product, average product, okay just, an average",neutral," average,  just,  okay,  just,  an,  product"
12414,positive,2,perfect product just beautiful well than expect,positive,"perfect, perfect product, beautiful, well, well than, product just, expect, than, product, just",positive," perfect,  beautiful,  well,  than,  just,  product,  expect"
255,negative,0,do not waste your money do not buy very poor quality,negative,"poor, not, waste, do not, very poor, poor quality, waste your, your money, your, not waste",negative," poor,  waste,  not,  not,  do,  do,  money,  very,  quality,  buy"
13787,positive,2,nice product good,positive,"product good, good, nice, product, nice product",positive," good,  nice,  product"
6238,neutral,1,very good I can can not get same pencil colour,neutral,"can, colour, get, can not, very, good can, pencil, get same, good, not",neutral," very,  can,  not,  same,  colour,  I,  good,  get,  pencil,  can"
1986,negative,0,very poor not buy this product,negative,"poor, very poor, not, poor not, very, this product, buy this, buy, this, product",negative," poor,  not,  buy,  very,  product,  this"
7099,neutral,1,bad quality not up to marknoise level be highu can not hear voice when u be in kitchen,negative,"not, when, bad, up, voice, level be, can, quality not, up to, be",neutral," not,  quality,  mark, no,  bad,  up,  kitchen,  not,  to,  in"
12242,positive,2,terrific very very nice,positive,"terrific, very nice, terrific very, nice, very, very very",positive," nice, rri, fic,  very,  very,  te"
15259,positive,2,perfect product verygood product nice color also,positive,"perfect, perfect product, product nice, product, also, color, nice, nice color",positive," perfect,  nice,  product,  very, good,  color,  also,  product"
6108,neutral,1,slightly disappointed average,neutral,"average, disappointed, slightly, slightly disappointed, disappointed average",neutral," disappointed,  average,  slightly"
3205,negative,0,unsatisfactory do not work as expect do not feel that the air be clean even after run it for the entire night,negative,"unsatisfactory, not, do not, after, as expect, that the, even, for, that, the air",negative," un,  not,  not, sat, is, fa,  expect, ctor, y,  work"
11150,positive,2,wonderful awesome purchase there have one problem be the plate be not so big as the picture show otherwise its just like bone chaina not bone china,positive,"awesome, wonderful awesome, wonderful, not, purchase, otherwise its, like, plate, be the, be not",positive," awesome,  not,  chin,  problem,  not,  purchase,  bone, a,  be,  its"
15526,positive,2,simply awesome nice product,positive,"awesome, simply, awesome nice, simply awesome, nice, product, nice product",positive," awesome,  nice,  product,  simply"
7761,neutral,1,expect a well product average excess cost,neutral,"average, well, expect well, cost, product, expect, product average, excess, well product",negative," excess,  cost,  product,  average,  well,  a,  expect"
14403,positive,2,simply awesome very dark n affective I m so happy,positive,"awesome, happy, simply, simply awesome, awesome very, so happy, dark, very, so",positive," awesome,  happy,  simply,  so,  n, ive,  I,  very,  affect,  m"
6824,neutral,1,worth the money good one but costly,positive,"but, worth, money good, good, one but, good one, but costly, one, worth the, costly",neutral," but,  good,  worth,  costly,  one,  money,  the"
7611,neutral,1,good not as expect,neutral,"not as, good not, expect, as, good, not, as expect",neutral," as,  not,  good,  expect"
7719,neutral,1,good thread jamming occur very often,neutral,"very, thread, often, good, occur",neutral," good,  occur,  jam,  very,  thread,  often, ming"
11562,positive,2,worth every penny super product value for money,positive,"super, worth every, worth, value, every penny, penny, value for, for, product value, every",positive," super,  worth,  every,  penny,  value,  for,  product,  money"
3582,negative,0,unsatisfactory 15 day use chimney problem,negative,"unsatisfactory, problem, day use, 15 day, day, chimney, use, 15",negative," un,  problem, sat,  chimney,  use,  day,  15, is, fa, ctor"
8934,neutral,1,just okay average product,neutral,"average, just okay, okay, just, product, average product, okay average",neutral," just,  okay,  average,  product"
11408,positive,2,pretty good great product,positive,"great product, great, good, pretty, good great, product, pretty good",positive," great,  good,  pretty,  product"
608,negative,0,absolute rubbish steel quality very bad,negative,"rubbish, absolute rubbish, absolute, quality very, bad, very bad, very, steel, quality",negative," bad,  rub, bish,  very,  absolute,  steel,  quality"
10374,neutral,1,valueformoney ok,neutral,"ok, valueformoney, valueformoney ok",neutral," ok, oney,  value, form"
15602,positive,2,great product extraordinary,positive,"great product, great, product",positive," extraordinary,  great,  product"
10726,neutral,1,not good size be small than the size which be mention,neutral,"not good, good size, small, size, mention, than, small than, which be, than the, size be",neutral," size,  not,  good,  size,  small,  be,  mention,  than,  the,  be"
1542,negative,0,waste of money I bring this grinder before one month onlybut so many issue r there no response in butterfly bad product,negative,"no, waste, waste of, bad, of money, issue, so many, money, bad product, of",negative," waste,  bad,  of,  issue,  product,  money,  this,  r,  no, der"
5500,neutral,1,nice but inside it be small one we can make for one person only,neutral,"but, we can, small, inside, can, only, nice but, but inside, it, nice",neutral," person,  for,  nice,  but,  small,  be,  inside,  make,  only,  can"
11420,positive,2,delightful nice and superblike it very much,positive,"delightful nice, delightful, and, very much, nice and, it, nice, it very, very, much",positive," superb,  and,  nice,  delight,  much,  very,  it, ful, like"
14254,positive,2,brilliant good product,positive,"brilliant, brilliant good, good, product, good product",positive," brilliant,  good,  product"
13064,positive,2,excellent good product,positive,"excellent, good, product, excellent good, good product",positive," excellent,  good,  product"
7290,neutral,1,decent product ok,neutral,"decent product, decent, ok, product, product ok",neutral," decent,  ok,  product"
5209,negative,0,useless product very bad,negative,"useless, useless product, bad, very bad, product very, very, product",negative," useless,  bad,  very,  product"
12138,positive,2,pretty good good product,positive,"good, pretty, good good, product, pretty good, good product",positive," good,  good,  pretty,  product"
11727,positive,2,terrific purchase nice quality,positive,"terrific, purchase, terrific purchase, purchase nice, nice quality, nice, quality",positive," nice, rri, fic,  purchase,  quality,  te"
11654,positive,2,well in the market new and nice l like it,positive,"well in, the market, like, market, well, like it, and, in the, in, new",positive," nice,  well,  it,  new,  market,  in,  like,  and,  l,  the"
14286,positive,2,brilliant after use more than a weekthere no issue with its performance at allso well to buy for engineering student professional mid range gammer and youtubeer under budgetgoof to go,positive,"brilliant, range, well, no issue, student, performance, for, with its, and, buy",positive," brilliant,  its,  no,  performance,  issue,  well,  student,  range,  week,  budget"
9648,neutral,1,very good half decorationsawsome,positive,"good, very good, very, half",neutral," half,  good, aws,  very, ome,  decorations"
9477,neutral,1,do the job ok,neutral,"do the, ok, the job, job, do, the, job ok",neutral," ok,  do,  job,  the"
11307,positive,2,delightful good,positive,"delightful good, delightful, good",positive," good,  delight, ful"
7543,neutral,1,very good okay,neutral,"okay, good okay, very, good, very good",neutral," okay,  good,  very"
13934,positive,2,fabulous good product,positive,"fabulous, good, fabulous good, product, good product",positive," good,  f, abulous,  product"
14703,positive,2,worth every penny very good,positive,"worth every, worth, every penny, penny, good, every, very good, penny very, very",positive," good,  every,  penny,  worth,  very"
1516,negative,0,worthless reverse power transfare,negative,"worthless, power",negative," worthless, fare,  trans,  power,  reverse"
8055,neutral,1,fair very high price,neutral,"fair, high, very, very high, fair very, price, high price",neutral," fair,  price,  very,  high"
6077,neutral,1,pretty good joining of rack very tuff,positive,"good, pretty, rack, pretty good, very, of",neutral," pretty,  good, uff,  joining,  rack,  t,  very,  of"
9340,neutral,1,fair just okay,neutral,"fair, just okay, okay, just, fair just",neutral," fair,  okay,  just"
5872,neutral,1,wonderful ok,neutral,"ok, wonderful, wonderful ok",neutral," ok,  wonderful"
15399,positive,2,simply awesome good,positive,"awesome, simply, simply awesome, good, awesome good",positive," awesome,  good,  simply"
14096,positive,2,fabulous awesome quality and original product,positive,"fabulous, awesome, original, and, original product, awesome quality, quality and, product, and original, quality",positive," awesome,  original,  and,  f, abulous,  product,  quality"
15612,positive,2,brilliant too good,positive,"brilliant, too good, good, too, brilliant too",positive," good,  brilliant,  too"
8323,neutral,1,pretty good satisfied,positive,"satisfied, good, pretty, pretty good",positive," satisfied,  good,  pretty"
9029,neutral,1,do the job okk,neutral,"okk, do the, the job, job, do, the, job okk",neutral," ok,  do, k,  job,  the"
4123,negative,0,horrible very poor producttake much time to heat anything,negative,"horrible, poor, very poor, much time, to heat, time to, time, horrible very, very, anything",negative," horrible,  poor,  anything,  very,  heat,  product,  much,  time, take,  to"
8227,neutral,1,do the job okk,neutral,"okk, do the, the job, job, do, the, job okk",neutral," ok,  do, k,  job,  the"
6691,neutral,1,moderate only suitable for moderate cold and also short in width,neutral,"short, width, also, and, only, suitable, only suitable, moderate only, and also, in",neutral," moderate,  and,  suitable,  for,  short,  cold,  only,  also,  in,  moderate"
5434,neutral,1,valueformoney ok,neutral,"ok, valueformoney, valueformoney ok",neutral," ok, oney,  value, form"
15934,positive,2,classy product nice product,positive,"classy product, classy, product nice, product, nice, nice product",positive," nice, y,  product,  class,  product"
7946,neutral,1,fair how many time cook in rice,neutral,"fair, many, how, many time, in, time, cook, how many, rice",neutral," fair,  time,  how,  cook,  rice,  in,  many"
7967,neutral,1,good too small,neutral,"good too, small, too, good, too small",neutral," good,  small,  too"
4700,negative,0,bad quality bad,negative,"bad, quality bad, bad quality, quality",negative," bad,  bad,  quality"
5131,negative,0,slightly disappointed not so good,negative,"disappointed, good, not, not so, so good, disappointed not, slightly disappointed, slightly, so",negative," not,  good,  disappointed,  slightly,  so"
16102,positive,2,worth every penny camera quality be good,positive,"worth every, worth, every penny, penny, camera, good, every, be good, be, quality be",positive," worth,  every,  good,  penny,  be,  camera,  quality"
4298,negative,0,waste of money not so reliable if you put some extra weight the base will detach automatically wastage of money do not buy if you think you put all you kid stuff katha,negative,"of money, waste, waste of, money, not, if, not so, of, put, base",negative," waste,  not,  money,  of,  base,  automatically,  will,  de,  put,  reliable"
8939,neutral,1,decent product okay okay product,neutral,"okay, decent product, decent, product, product okay, okay okay, okay product",neutral," okay,  decent,  okay,  product,  product"
3087,negative,0,waste of money this hdd performance be not good as give on specification it disappoint I,negative,"disappoint, not good, waste, waste of, of money, good as, give, not, money, good",negative," waste,  not,  good,  money,  of,  this, pp,  di,  specification, sa"
15899,positive,2,good performance the product be top notch good performance ideal for gamer and programmer,positive,"performance, good, product be, good performance, and, for, top, ideal for, ideal, the product",positive," good,  ideal,  performance, r,  and,  for,  game,  good,  programmer,  be"
8820,neutral,1,valueformoney very nice 60 sound block,positive,"very nice, valueformoney, valueformoney very, sound, nice, 60, block, very",neutral," nice, oney,  value, form,  very,  sound,  block,  60"
9149,neutral,1,do the job size be small,neutral,"do the, the job, job, small, size, do, size be, be, be small, the",neutral," do,  small,  job,  be,  size,  the"
9633,neutral,1,do the job its ok,neutral,"do the, ok, the job, job, its ok, do, its, the, job its",neutral," ok,  do,  its,  job,  the"
5054,negative,0,worthless not good no worth for money,negative,"worthless, not good, no, good, not, worthless not, worth, money, for, worth for",negative," no,  worthless,  not,  worth,  good,  money,  for"
9930,neutral,1,good average quality,neutral,"average, good average, average quality, quality, good",neutral," good,  average,  quality"
3385,negative,0,worthless not worth for money,negative,"worthless, not worth, not, worthless not, worth, money, for, worth for, for money",negative," worthless,  not,  worth,  for,  money"
1917,negative,0,not good wrong product and wast of money I be not happy,negative,"not, not good, not happy, good, of money, wast of, wrong, money, wast, happy",negative," not,  happy,  not,  money, t,  wrong,  of,  was,  be,  product"
5700,neutral,1,nice product okay,neutral,"okay, product, product okay, nice, nice product",neutral," nice,  okay,  product"
1243,negative,0,hat it hat,negative,"hat, hat it, it",negative," it,  hat,  hat"
6925,neutral,1,really nice ok,neutral,"ok, really, nice ok, really nice, nice",neutral," ok,  nice,  really"
8123,neutral,1,good not pure sine wave inverter,neutral,"good not, sine, sine wave, wave inverter, wave, not pure, pure sine, good, not, pure",neutral," good, er,  not, e,  pure,  in,  sin, vert,  wave"
4158,negative,0,utterly disappoint broken piece so I return,negative,"utterly, disappoint, utterly disappoint, return, broken, so return, so, piece",negative," utterly,  di, pp, sa,  broken,  piece,  so,  I, oint,  return"
9183,neutral,1,fair ok,neutral,"fair, ok, fair ok",neutral," ok,  fair"
7855,neutral,1,decent product not cotton but okay,neutral,"decent product, but, okay, decent, product not, product, cotton, not, but okay",neutral," cotton,  not,  decent,  okay,  but,  product"
12506,positive,2,must buy excellent quality in this price osm bettry service well for blogger,positive,"excellent, must buy, must, osm, well, well for, for, buy, in, price",positive," excellent,  blog, sm,  well,  o,  for,  bet, ger,  price,  this"
5875,neutral,1,expect a well product average,neutral,"average, well, expect well, product, expect, product average, well product",neutral," average,  product,  well,  a,  expect"
6129,neutral,1,pretty good vb ok,neutral,"ok, pretty, vb ok, good vb, vb, pretty good, good",neutral," ok,  pretty,  good,  v, b"
766,negative,0,absolute rubbish in just 31 day my hdd get undetectable in my computer fatal device hardware error be what s come its a hardware issue where the header inside the hdd get break and if not give to professional in time further self troubleshooting will even deteriorate the disk by try to read with a broken headeri have my work datum in it and I have submit it to hdrc data recovery lab in delhi and they be charge 33k for its datum recoverypurchase this hdd be the big mistake,negative,"rubbish, absolute rubbish, absolute, get, break, broken, not, with broken, just, issue",negative," rub, bish,  absolute,  issue,  header,  mistake,  error,  fatal,  be,  where"
5945,neutral,1,wonderful ok,neutral,"ok, wonderful, wonderful ok",neutral," ok,  wonderful"
10166,neutral,1,just okay ok,neutral,"okay, just okay, ok, just, okay ok",neutral," just,  ok,  okay"
12077,positive,2,pretty good really good,positive,"good, good really, really, pretty, really good, pretty good",positive," good,  really,  good,  pretty"
671,negative,0,do not waste your money very bad experience,negative,"waste, bad experience, bad, very bad, experience, not, waste your, do not, your money, your",negative," bad,  waste,  not,  do,  very,  experience,  your,  money"
3056,negative,0,horrible not worthy,negative,"horrible, not, horrible not, not worthy, worthy",negative," horrible,  not,  worthy"
8575,neutral,1,just okay size be not suitable for dinner or lunch,neutral,"just okay, okay, just, suitable, size, dinner, size be, be not, suitable for, lunch",neutral," just,  not,  okay,  suitable,  size,  be,  dinner,  for,  lunch,  or"
3987,negative,0,horrible your quality very bad product to small I be upset,negative,"horrible, quality very, bad, very bad, small, your, bad product, upset, very, to small",negative," horrible,  bad,  upset,  very,  product,  to,  small,  I,  quality,  your"
8630,neutral,1,bad quality app be less,negative,"bad, be less, bad quality, app, app be, be, quality, less",neutral," bad,  quality,  be,  less,  app"
1308,negative,0,unsatisfactory very bad product,negative,"unsatisfactory, bad, very bad, bad product, unsatisfactory very, very, product",negative," bad,  un, sat,  very, is, fa,  product, ctor, y"
